annee,codsem,codfil,codniv,typjour,fourche,heure,codpro,codmat,jour,codsal
2024/2025,S091224-151224,ELN,02,Mardi,08H-12H,4,DENIMENI,REDRAPSTA,02,ETA303
2024/2025,S091224-151224,ELN,02,Mardi,13H-17H,4,DENIMENI,REDRAPSTA,02,ETA303
2024/2025,S091224-151224,ELN,02,Mercredi,08H-12H,4,YVFOTSO,PHYSICS1,03,RDC01
2024/2025,S091224-151224,ELN,02,Mercredi,13H-17H,4,YVFOTSO,PHYSICS1,03,RDC01
2024/2025,S091224-151224,ELN,02,Samedi,08H-12H,4,YVFOTSO,PHYSICS1,06,ETA202
2024/2025,S091224-151224,ELN,02,Samedi,13H-17H,4,DENIMENI,REDRAPSTA,06,RDC01
2024/2025,S091224-151224,ELN,02,Vendredi,08H-12H,4,YVFOTSO,PHYSICS1,05,RDC02
2024/2025,S091224-151224,ELN,02,Vendredi,13H-17H,4,YVFOTSO,PHYSICS1,05,RDC02
2024/2025,S091224-151224,FCL,01,Mardi,08H-12H,4,HUDJOMO,ECOORGENT,02,ETA202
2024/2025,S091224-151224,FCL,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA402
2024/2025,S091224-151224,FCL,01,Mercredi,08H-12H,4,DENIMENI,INFORMATP,03,ETA102
2024/2025,S091224-151224,FCL,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA203
2024/2025,S091224-151224,GLT,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S091224-151224,GLT,02,Jeudi,13H-17H,4,ISMBEMIN,DROITCIVI,04,RDC01
2024/2025,S091224-151224,GLT,02,Lundi,08H-12H,4,JOMBONDO,ADMSITWEB,01,RDC01
2024/2025,S091224-151224,GLT,02,Lundi,13H-17H,4,JOMBONDO,ADMSITWEB,01,RDC01
2024/2025,S091224-151224,GLT,02,Mardi,08H-12H,4,HSBIBOUM,INTMODOBJ,02,ETA204
2024/2025,S091224-151224,GLT,02,Mardi,13H-17H,4,HSBIBOUM,INTMODOBJ,02,ETA204
2024/2025,S091224-151224,GLT,02,Mercredi,08H-12H,4,JOMBONDO,ADMSITWEB,03,ETA401
2024/2025,S091224-151224,GLT,02,Mercredi,13H-17H,4,JOMBONDO,ADMSITWEB,03,ETA401
2024/2025,S091224-151224,GLT,02,Vendredi,08H-12H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,GLT,02,Vendredi,13H-17H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,GTO,02,Jeudi,08H-12H,4,MOYEMELE,MATMATIQ4,04,ETA204
2024/2025,S091224-151224,GTO,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,RDC01
2024/2025,S091224-151224,GTO,02,Lundi,08H-12H,4,DETATCHUM,CALTOPME4,01,ETA303
2024/2025,S091224-151224,GTO,02,Lundi,13H-17H,4,DETATCHUM,CALTOPME4,01,ETA303
2024/2025,S091224-151224,GTO,02,Mardi,08H-12H,4,CHBRUKO,INFORMATP,02,ETA102
2024/2025,S091224-151224,GTO,02,Mardi,13H-17H,4,CHBRUKO,INFORMATP,02,ETA102
2024/2025,S091224-151224,GTO,02,Mercredi,08H-12H,4,CLTIMENE,SIG,03,RDC04
2024/2025,S091224-151224,GTO,02,Mercredi,13H-17H,4,CLTIMENE,SIG,03,RDC04
2024/2025,S091224-151224,GTO,02,Samedi,08H-12H,4,CLTIMENE,SIG,06,ETA204
2024/2025,S091224-151224,GTO,02,Samedi,13H-17H,4,CLTIMENE,SIG,06,ETA204
2024/2025,S091224-151224,GTO,02,Vendredi,08H-12H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,GTO,02,Vendredi,13H-17H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,HNDET,01,Jeudi,08H-12H,4,HANGOMSI,BASELECIR,04,ETA302
2024/2025,S091224-151224,HNDET,01,Jeudi,13H-17H,4,FOWAFFO,MATMATIC1,04,ETA302
2024/2025,S091224-151224,HNDET,01,Lundi,08H-12H,4,BIWALVEDE,ELECTRONI,01,ETA401
2024/2025,S091224-151224,HNDET,01,Lundi,13H-17H,4,BIWALVEDE,ELECTRONI,01,ETA401
2024/2025,S091224-151224,HNDET,01,Mardi,08H-12H,4,HANGOMSI,BASELECIR,02,ETA401
2024/2025,S091224-151224,HNDET,01,Mardi,13H-17H,4,HANGOMSI,BASELECIR,02,ETA401
2024/2025,S091224-151224,HNDET,01,Mercredi,08H-12H,4,HANGOMSI,BASELECIR,03,ETA202
2024/2025,S091224-151224,HNDET,01,Mercredi,13H-17H,4,HANGOMSI,BASELECIR,03,ETA202
2024/2025,S091224-151224,HNDET,01,Vendredi,08H-12H,4,FOWAFFO,MATMATIC1,05,ETA303
2024/2025,S091224-151224,HNDET,01,Vendredi,13H-17H,4,BIWALVEDE,ELECTRONI,05,ETA303
2024/2025,S091224-151224,HNDET,02,Jeudi,08H-12H,4,FOWAFFO,MATMATIC3,04,RDC02
2024/2025,S091224-151224,HNDET,02,Jeudi,13H-17H,4,DENIMENI,REDRAPSTA,04,ETA303
2024/2025,S091224-151224,HNDET,02,Lundi,08H-12H,4,YVFOTSO,PHYSICS1,01,ETA302
2024/2025,S091224-151224,HNDET,02,Lundi,13H-17H,4,YVFOTSO,PHYSICS1,01,ETA302
2024/2025,S091224-151224,HNDET,02,Mardi,08H-12H,4,DENIMENI,REDRAPSTA,02,ETA303
2024/2025,S091224-151224,HNDET,02,Mardi,13H-17H,4,DENIMENI,REDRAPSTA,02,ETA303
2024/2025,S091224-151224,HNDET,02,Mercredi,08H-12H,4,YVFOTSO,PHYSICS1,03,RDC01
2024/2025,S091224-151224,HNDET,02,Mercredi,13H-17H,4,YVFOTSO,PHYSICS1,03,RDC01
2024/2025,S091224-151224,HNDET,02,Samedi,08H-12H,4,YVFOTSO,PHYSICS1,06,ETA202
2024/2025,S091224-151224,HNDET,02,Samedi,13H-17H,4,DENIMENI,REDRAPSTA,06,RDC01
2024/2025,S091224-151224,HNDET,02,Vendredi,08H-12H,4,YVFOTSO,PHYSICS1,05,RDC02
2024/2025,S091224-151224,HNDET,02,Vendredi,13H-17H,4,YVFOTSO,PHYSICS1,05,RDC02
2024/2025,S091224-151224,IWD,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S091224-151224,IWD,02,Jeudi,13H-17H,4,ISMBEMIN,DROITCIVI,04,RDC01
2024/2025,S091224-151224,IWD,02,Lundi,08H-12H,4,JOMBONDO,ADMSITWEB,01,RDC01
2024/2025,S091224-151224,IWD,02,Lundi,13H-17H,4,JOMBONDO,ADMSITWEB,01,RDC01
2024/2025,S091224-151224,IWD,02,Mardi,08H-12H,4,CHBRUKO,INFORMATP,02,ETA102
2024/2025,S091224-151224,IWD,02,Mardi,13H-17H,4,CHBRUKO,INFORMATP,02,ETA102
2024/2025,S091224-151224,IWD,02,Mercredi,08H-12H,4,JOMBONDO,ADMSITWEB,03,ETA401
2024/2025,S091224-151224,IWD,02,Mercredi,13H-17H,4,JOMBONDO,ADMSITWEB,03,ETA401
2024/2025,S091224-151224,IWD,02,Samedi,08H-12H,4,CHBRUKO,REDRAPSTA,06,ETA302
2024/2025,S091224-151224,IWD,02,Vendredi,08H-12H,4,CHBRUKO,INFORMATP,05,ETA402
2024/2025,S091224-151224,IWD,02,Vendredi,13H-17H,4,CHBRUKO,INFORMATP,05,ETA402
2024/2025,S091224-151224,MEC,02,Jeudi,08H-12H,4,FOWAFFO,ENGIMATH3,04,RDC02
2024/2025,S091224-151224,MEC,02,Jeudi,13H-17H,4,DENIMENI,REDRAPSTA,04,ETA303
2024/2025,S091224-151224,MEC,02,Lundi,08H-12H,4,YVFOTSO,PHYSICS1,01,ETA302
2024/2025,S091224-151224,MEC,02,Lundi,13H-17H,4,YVFOTSO,PHYSICS1,01,ETA302
2024/2025,S091224-151224,MEC,02,Mardi,08H-12H,4,RAYAMBOP,APPMECHA2,02,ETA302
2024/2025,S091224-151224,MEC,02,Mardi,13H-17H,4,RAYAMBOP,APPMECHA2,02,ETA302
2024/2025,S091224-151224,MEC,02,Mercredi,08H-12H,4,YVFOTSO,PHYSICS1,03,RDC01
2024/2025,S091224-151224,MEC,02,Mercredi,13H-17H,4,YVFOTSO,PHYSICS1,03,RDC01
2024/2025,S091224-151224,MEC,02,Samedi,08H-12H,4,YVFOTSO,PHYSICS1,06,ETA202
2024/2025,S091224-151224,MEC,02,Samedi,13H-17H,4,DENIMENI,REDRAPSTA,06,RDC01
2024/2025,S091224-151224,MEC,02,Vendredi,08H-12H,4,YVFOTSO,PHYSICS1,05,RDC02
2024/2025,S091224-151224,MEC,02,Vendredi,13H-17H,4,YVFOTSO,PHYSICS1,05,RDC02
2024/2025,S091224-151224,MKA,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S091224-151224,MKA,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,RDC01
2024/2025,S091224-151224,MKA,02,Lundi,08H-12H,4,DENIMENI,INFORMATP,01,ETA204
2024/2025,S091224-151224,MKA,02,Lundi,13H-17H,4,DENIMENI,INFORMATP,01,ETA204
2024/2025,S091224-151224,MKA,02,Mardi,08H-12H,4,DENIMENI,INFORMATP,02,ETA303
2024/2025,S091224-151224,MKA,02,Mardi,13H-17H,4,DENIMENI,INFORMATP,02,ETA303
2024/2025,S091224-151224,MKA,02,Mercredi,08H-12H,4,DENIMENI,INFORMATP,03,ETA102
2024/2025,S091224-151224,MKA,02,Mercredi,13H-17H,4,ACLADJOU,APPACQDON,03,ETA402
2024/2025,S091224-151224,MKA,02,Samedi,08H-12H,4,DJAMINOU,SCIDESMAT,06,ETA401
2024/2025,S091224-151224,MKA,02,Vendredi,08H-12H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,MKA,02,Vendredi,13H-17H,4,DJAMINOU,SCIDESMAT,05,ETA204
2024/2025,S091224-151224,MLS,01,Jeudi,08H-12H,4,MADZELAFEN,SOCANTPHY,04,ETA202
2024/2025,S091224-151224,MLS,01,Jeudi,13H-17H,4,MADZELAFEN,SOCANTPHY,04,ETA202
2024/2025,S091224-151224,MLS,01,Lundi,08H-12H,4,ZEEKINLEH,NURSINCAR,01,ETA202
2024/2025,S091224-151224,MLS,01,Lundi,13H-17H,4,ZEEKINLEH,NURSINCAR,01,ETA202
2024/2025,S091224-151224,MLS,01,Mardi,08H-12H,4,ZEEKINLEH,NURSINCAR,02,RDC01
2024/2025,S091224-151224,MLS,01,Mardi,13H-17H,4,ZIKOM,ANATAPHY2,02,ETA202
2024/2025,S091224-151224,MLS,01,Mercredi,08H-12H,4,ZIKOM,ANATAPHY2,03,RDC02
2024/2025,S091224-151224,MLS,01,Mercredi,13H-17H,4,ZIKOM,ANATAPHY2,03,RDC02
2024/2025,S091224-151224,MLS,01,Vendredi,08H-12H,4,MADZELAFEN,SOCANTPHY,05,ETA204
2024/2025,S091224-151224,MLS,01,Vendredi,13H-17H,4,RONSOM,CELLBIOLO,05,ETA202
2024/2025,S091224-151224,NUS,01,Jeudi,08H-12H,4,MADZELAFEN,SOCANTPHY,04,ETA202
2024/2025,S091224-151224,NUS,01,Jeudi,13H-17H,4,MADZELAFEN,SOCANTPHY,04,ETA202
2024/2025,S091224-151224,NUS,01,Lundi,08H-12H,4,ZEEKINLEH,NURSINCAR,01,ETA202
2024/2025,S091224-151224,NUS,01,Lundi,13H-17H,4,ZEEKINLEH,NURSINCAR,01,ETA202
2024/2025,S091224-151224,NUS,01,Mardi,08H-12H,4,ZEEKINLEH,NURSINCAR,02,RDC01
2024/2025,S091224-151224,NUS,01,Mardi,13H-17H,4,ZIKOM,ANATAPHY2,02,ETA202
2024/2025,S091224-151224,NUS,01,Mercredi,08H-12H,4,ZIKOM,ANATAPHY2,03,RDC02
2024/2025,S091224-151224,NUS,01,Mercredi,13H-17H,4,ZIKOM,ANATAPHY2,03,RDC02
2024/2025,S091224-151224,NUS,01,Vendredi,08H-12H,4,MADZELAFEN,SOCANTPHY,05,ETA204
2024/2025,S091224-151224,NUS,01,Vendredi,13H-17H,4,RONSOM,CELLBIOLO,05,ETA202
2024/2025,S091224-151224,RES,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S091224-151224,RES,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,RDC01
2024/2025,S091224-151224,RES,02,Lundi,08H-12H,4,CHBRUKO,INFORMATP,01,ETA102
2024/2025,S091224-151224,RES,02,Lundi,13H-17H,4,CHBRUKO,INFORMATP,01,ETA102
2024/2025,S091224-151224,RES,02,Mardi,08H-12H,4,JOKAMGA,TRAFIBOPT,02,RDC05
2024/2025,S091224-151224,RES,02,Mardi,13H-17H,4,JOKAMGA,TRAFIBOPT,02,RDC05
2024/2025,S091224-151224,RES,02,Mercredi,08H-12H,4,JOKAMGA,TRAFIBOPT,03,ETA204
2024/2025,S091224-151224,RES,02,Mercredi,13H-17H,4,JOKAMGA,TRAFIBOPT,03,ETA204
2024/2025,S091224-151224,RES,02,Samedi,08H-12H,4,JOKAMGA,TRAFIBOPT,06,ETA303
2024/2025,S091224-151224,RES,02,Vendredi,08H-12H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,RES,02,Vendredi,13H-17H,4,DETATCHUM,PHYSIGEN2,05,ETA302
2024/2025,S091224-151224,SIN,01,Jeudi,08H-12H,4,BEKENFACK,SEMIOGEN,04,RDC01
2024/2025,S091224-151224,SIN,01,Jeudi,13H-17H,4,ALHAPPY,PARASITOL,04,RDC02
2024/2025,S091224-151224,SIN,01,Lundi,08H-12H,4,ALHAPPY,MALINFPAR,01,RDC02
2024/2025,S091224-151224,SIN,01,Lundi,13H-17H,4,ALHAPPY,MALINFPAR,01,RDC02
2024/2025,S091224-151224,SIN,01,Mardi,08H-12H,4,BEKENFACK,SEMIOGEN,02,RDC02
2024/2025,S091224-151224,SIN,01,Mardi,13H-17H,4,BEKENFACK,SEMIOGEN,02,RDC02
2024/2025,S091224-151224,SIN,01,Mercredi,08H-12H,4,BEKENFACK,SEMIOGEN,03,ETA302
2024/2025,S091224-151224,SIN,01,Mercredi,13H-17H,4,BEKENFACK,SEMIOGEN,03,ETA302
2024/2025,S091224-151224,SIN,01,Vendredi,08H-12H,4,ALHAPPY,MALINFPAR,05,ETA401
2024/2025,S091224-151224,SIN,01,Vendredi,13H-17H,4,ALHAPPY,MALINFPAR,05,ETA401
2024/2025,S100225-160225,BAT,02,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,BAT,02,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,BAT,02,Mercredi,08H-12H,4,GANOUGUE,FONDSOUTE,03,RDC04
2024/2025,S100225-160225,BAT,02,Mercredi,13H-17H,4,GANOUGUE,FONDSOUTE,03,RDC04
2024/2025,S100225-160225,BAT,02,Samedi,08H-12H,4,KUFOTSO,MATECONST,06,ETA401
2024/2025,S100225-160225,BAT,02,Samedi,13H-17H,4,KUFOTSO,MATECONST,06,ETA401
2024/2025,S100225-160225,BAT,02,Vendredi,08H-12H,4,KUFOTSO,RESISMAT3,05,ETA402
2024/2025,S100225-160225,BAT,02,Vendredi,13H-17H,4,KUFOTSO,RESISMAT3,05,ETA402
2024/2025,S100225-160225,BOW,02,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,BOW,02,Jeudi,13H-17H,4,HANGOMSI,COMPUPROG,04,ETA202
2024/2025,S100225-160225,BOW,02,Mercredi,08H-12H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,BOW,02,Mercredi,13H-17H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,BOW,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,BOW,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,BOW,02,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,BOW,02,Vendredi,13H-17H,4,HANGOMSI,COMPUPROG,05,ETA401
2024/2025,S100225-160225,BST,01,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,BST,01,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,BST,01,Mercredi,08H-12H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,BST,01,Mercredi,13H-17H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,BST,01,Samedi,08H-12H,4,HANGOMSI,COMPSCIEN,06,RDC02
2024/2025,S100225-160225,BST,01,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,BST,01,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,BST,01,Vendredi,13H-17H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,BTSET,01,Jeudi,08H-12H,4,CHGOMA,SCHEMAELE,04,ETA303
2024/2025,S100225-160225,BTSET,01,Jeudi,13H-17H,4,CHGOMA,AUTOMATI1,04,ETA402
2024/2025,S100225-160225,BTSET,01,Mercredi,08H-12H,4,CHGOMA,MATMATIQ1,03,RDC01
2024/2025,S100225-160225,BTSET,01,Mercredi,13H-17H,4,CHGOMA,PHYSIQUES,03,RDC02
2024/2025,S100225-160225,BTSET,01,Samedi,08H-12H,4,ROMASSOG,ELECTGENE,06,ETA303
2024/2025,S100225-160225,BTSET,01,Samedi,13H-17H,4,ROMASSOG,TECHCONST,06,ETA102
2024/2025,S100225-160225,BTSET,01,Vendredi,08H-12H,4,FRMBA,MACHIELCT,05,RDC01
2024/2025,S100225-160225,BTSET,01,Vendredi,13H-17H,4,FRMBA,MACHIELCT,05,RDC01
2024/2025,S100225-160225,CFP,01,Jeudi,08H-12H,4,KEMAUKAM,ANATPHYS1,04,RDC05
2024/2025,S100225-160225,CFP,01,Jeudi,13H-17H,4,KEMAUKAM,ANATPHYS1,04,RDC05
2024/2025,S100225-160225,CFP,01,Mercredi,08H-12H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,CFP,01,Mercredi,13H-17H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,CFP,01,Samedi,08H-12H,4,DINGASSA,ANGLAMEDI,06,RDC04
2024/2025,S100225-160225,CFP,01,Samedi,13H-17H,4,DINGASSA,ANGLAMEDI,06,RDC04
2024/2025,S100225-160225,CFP,01,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,CFP,01,Vendredi,13H-17H,4,KEMAUKAM,ANATPHYS1,05,RDC05
2024/2025,S100225-160225,ELN,02,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,ELN,02,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,ELN,02,Mercredi,08H-12H,4,BIWALVEDE,SERVOING,03,ETA204
2024/2025,S100225-160225,ELN,02,Mercredi,13H-17H,4,BIWALVEDE,SERVOING,03,ETA204
2024/2025,S100225-160225,ELN,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,ELN,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,ELN,02,Vendredi,08H-12H,4,BIWALVEDE,ELECTRONA3,05,ETA103
2024/2025,S100225-160225,ELN,02,Vendredi,13H-17H,4,BIWALVEDE,ELECTRONA3,05,ETA103
2024/2025,S100225-160225,FCL,01,Jeudi,08H-12H,4,FRMBA,ELECTECH1,04,ETA203
2024/2025,S100225-160225,FCL,01,Jeudi,13H-17H,4,FRMBA,ELECTECH1,04,ETA203
2024/2025,S100225-160225,FCL,01,Mercredi,08H-12H,4,CHGOMA,MATMATIQ1,03,RDC01
2024/2025,S100225-160225,FCL,01,Mercredi,13H-17H,4,CHGOMA,PHYSIQUES,03,RDC02
2024/2025,S100225-160225,FCL,01,Samedi,08H-12H,4,MADJONGOU,TRANSTHER,06,ETA302
2024/2025,S100225-160225,FCL,01,Samedi,13H-17H,4,DETATCHUM,MECAFLUID,06,RDC01
2024/2025,S100225-160225,FCL,01,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,FCL,01,Vendredi,13H-17H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,GTO,02,Jeudi,08H-12H,4,RODOULIWE,GEODESIE,04,ETA102
2024/2025,S100225-160225,GTO,02,Jeudi,13H-17H,4,RODOULIWE,VOIRESDIV,04,RDC04
2024/2025,S100225-160225,GTO,02,Mercredi,08H-12H,4,RODOULIWE,GEODESIE,03,ETA101
2024/2025,S100225-160225,GTO,02,Mercredi,13H-17H,4,RODOULIWE,VOIRESDIV,03,ETA101
2024/2025,S100225-160225,GTO,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,GTO,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,GTO,02,Vendredi,08H-12H,4,DETATCHUM,CALTOPME3,05,ETA204
2024/2025,S100225-160225,GTO,02,Vendredi,13H-17H,4,DETATCHUM,CALTOPME3,05,ETA204
2024/2025,S100225-160225,HNDET,01,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,HNDET,01,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,HNDET,01,Mercredi,08H-12H,4,YVFOTSO,AUTPRAWOR,03,ETA203
2024/2025,S100225-160225,HNDET,01,Mercredi,13H-17H,4,YVFOTSO,AUTPRAWOR,03,ETA203
2024/2025,S100225-160225,HNDET,01,Samedi,08H-12H,4,HANGOMSI,COMPSCIEN,06,RDC02
2024/2025,S100225-160225,HNDET,01,Samedi,13H-17H,4,YVFOTSO,AUTPRAWOR,06,ETA203
2024/2025,S100225-160225,HNDET,01,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,HNDET,01,Vendredi,13H-17H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,HNDET,02,Jeudi,08H-12H,4,YVFOTSO,PRAWORMAC,04,ETA204
2024/2025,S100225-160225,HNDET,02,Jeudi,13H-17H,4,YVFOTSO,PRAWORMAC,04,ETA204
2024/2025,S100225-160225,HNDET,02,Mercredi,08H-12H,4,BIWALVEDE,SERVOING,03,ETA204
2024/2025,S100225-160225,HNDET,02,Mercredi,13H-17H,4,BIWALVEDE,SERVOING,03,ETA204
2024/2025,S100225-160225,HNDET,02,Samedi,08H-12H,4,YVFOTSO,PRAWORMAC,06,ETA204
2024/2025,S100225-160225,HNDET,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,HNDET,02,Vendredi,08H-12H,4,YVFOTSO,ELEINSAPP,05,RDC04
2024/2025,S100225-160225,HNDET,02,Vendredi,13H-17H,4,YVFOTSO,ELEINSAPP,05,RDC04
2024/2025,S100225-160225,IGL,02,Jeudi,08H-12H,4,HSBIBOUM,PROORIOBJ,04,ETA401
2024/2025,S100225-160225,IGL,02,Jeudi,13H-17H,4,HSBIBOUM,PROORIOBJ,04,ETA401
2024/2025,S100225-160225,IGL,02,Mercredi,08H-12H,4,HSBIBOUM,PROORIOBJ,03,ETA401
2024/2025,S100225-160225,IGL,02,Mercredi,13H-17H,4,HSBIBOUM,PROORIOBJ,03,ETA401
2024/2025,S100225-160225,IGL,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,IGL,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,IGL,02,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,IGL,02,Vendredi,13H-17H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,IWD,02,Jeudi,08H-12H,4,MEMBOND,ATEANIMA3,04,RDC03
2024/2025,S100225-160225,IWD,02,Jeudi,13H-17H,4,MEMBOND,PAO,04,ETA303
2024/2025,S100225-160225,IWD,02,Mercredi,08H-12H,4,JOMBONDO,TGA 2,03,ETA103
2024/2025,S100225-160225,IWD,02,Mercredi,13H-17H,4,JOMBONDO,TGA 2,03,ETA103
2024/2025,S100225-160225,IWD,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,IWD,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,IWD,02,Vendredi,08H-12H,4,MEMBOND,ATEANIMA3,05,RDC03
2024/2025,S100225-160225,IWD,02,Vendredi,13H-17H,4,MEMBOND,PAO,05,ETA102
2024/2025,S100225-160225,MEC,02,Jeudi,08H-12H,4,HANGOMSI,MATESCIE2,04,RDC02
2024/2025,S100225-160225,MEC,02,Jeudi,13H-17H,4,HANGOMSI,COMPUPROG,04,ETA202
2024/2025,S100225-160225,MEC,02,Mercredi,08H-12H,4,HANGOMSI,ANAMANUF3,03,ETA302
2024/2025,S100225-160225,MEC,02,Mercredi,13H-17H,4,HANGOMSI,ANAMANUF3,03,ETA302
2024/2025,S100225-160225,MEC,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,MEC,02,Samedi,13H-17H,4,HANGOMSI,COMPUBUS2,06,RDC02
2024/2025,S100225-160225,MEC,02,Vendredi,08H-12H,4,HANGOMSI,ANAMANUF3,05,RDC02
2024/2025,S100225-160225,MEC,02,Vendredi,13H-17H,4,HANGOMSI,COMPUPROG,05,ETA202
2024/2025,S100225-160225,MKA,02,Jeudi,08H-12H,4,ACLADJOU,TECHREGUL,04,ETA301
2024/2025,S100225-160225,MKA,02,Jeudi,13H-17H,4,DJAMINOU,SCIDESMAT,04,ETA101
2024/2025,S100225-160225,MKA,02,Mercredi,08H-12H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,MKA,02,Mercredi,13H-17H,4,PREPARASN,PRESESNOR,03,ETA302
2024/2025,S100225-160225,MKA,02,Samedi,08H-12H,4,DJAMINOU,SCIDESMAT,06,ETA101
2024/2025,S100225-160225,MKA,02,Samedi,13H-17H,4,DJAMINOU,SCIDESMAT,06,ETA101
2024/2025,S100225-160225,MKA,02,Vendredi,08H-12H,4,ACLADJOU,TECHREGUL,05,ETA301
2024/2025,S100225-160225,MKA,02,Vendredi,13H-17H,4,ACLADJOU,TECHREGUL,05,ETA301
2024/2025,S100225-160225,MLS,01,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,MLS,01,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA302
2024/2025,S100225-160225,MLS,01,Mercredi,08H-12H,4,FOWAFFO,APPLMATHS,03,RDC02
2024/2025,S100225-160225,MLS,01,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,MLS,01,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,ETA302
2024/2025,S100225-160225,MLS,01,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,ETA302
2024/2025,S100225-160225,MLS,01,Vendredi,13H-17H,4,PREPARASN,PRESESNOR,05,ETA302
