annee,codsem,codfil,codniv,typjour,fourche,heure,codpro,codmat,jour,codsal
2025/2026,S271025-021125,IGL,01,Lundi,13H-17H,4,BIWALVEDE,OUTBUREAU,01,A13
2025/2026,S271025-021125,IGL,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,A11
2025/2026,S271025-021125,IGL,01,Mardi,13H-17H,4,HSBIBOUM,INTGENLOG,02,A21
2025/2026,S271025-021125,IGL,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIQUE1,03,A11
2025/2026,S271025-021125,IGL,01,Mercredi,13H-17H,4,HSBIBOUM,INTGENLOG,03,A21
2025/2026,S271025-021125,IGL,01,Samedi,08H-12H,4,JOKAMGA,MATMATIQ1,06,A11
2025/2026,S271025-021125,IGL,01,Vendredi,08H-12H,4,DETATCHUM,PHYSIQUE1,05,A11
2025/2026,S271025-021125,IGL,01,Vendredi,13H-17H,4,THNGAKO,CHIMIE1,05,A22
2025/2026,S271025-021125,IIA,01,Jeudi,08H-12H,4,THNGAKO,CHIMIE1,04,A22
2025/2026,S271025-021125,IIA,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A22
2025/2026,S271025-021125,IIA,01,Lundi,08H-12H,4,DETATCHUM,PHYSIQUE1,01,A12
2025/2026,S271025-021125,IIA,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,A11
2025/2026,S271025-021125,IIA,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIQUE1,03,A12
2025/2026,S271025-021125,IIA,01,Samedi,08H-12H,4,JOKAMGA,MATMATIQ1,06,A11
2025/2026,S271025-021125,IIA,01,Samedi,13H-17H,4,DETATCHUM,PHYSIQUE1,06,A22
2025/2026,S271025-021125,IIA,01,Vendredi,08H-12H,4,DETATCHUM,PHYSIQUE1,05,A12
2025/2026,S271025-021125,IIA,01,Vendredi,13H-17H,4,THNGAKO,CHIMIE1,05,A22
2025/2026,S271025-021125,ISA,01,Jeudi,08H-12H,4,THNGAKO,CHIMIE1,04,A12
2025/2026,S271025-021125,ISA,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A12
2025/2026,S271025-021125,ISA,01,Lundi,08H-12H,4,DETATCHUM,PHYSIQUE1,01,A12
2025/2026,S271025-021125,ISA,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,A11
2025/2026,S271025-021125,ISA,01,Mardi,13H-17H,4,GATCHAKOUTIO,INSRESTUY,02,A12
2025/2026,S271025-021125,ISA,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIQUE1,03,A12
2025/2026,S271025-021125,ISA,01,Samedi,08H-12H,4,JOKAMGA,MATMATIQ1,06,A11
2025/2026,S271025-021125,ISA,01,Samedi,13H-17H,4,ADMINISTR,MECFLUHYD,06,A23
2025/2026,S271025-021125,ISA,01,Vendredi,08H-12H,4,DETATCHUM,PHYSIQUE1,05,A12
2025/2026,S271025-021125,ISA,01,Vendredi,13H-17H,4,THNGAKO,CHIMIE1,05,A12
2025/2026,S271025-021125,LTM,01,Jeudi,08H-12H,4,FOWAFFO,GENEMATH1,04,A11
2025/2026,S271025-021125,LTM,01,Mardi,08H-12H,4,HANGOMSI,ICT,02,A33
2025/2026,S271025-021125,LTM,01,Mercredi,13H-17H,4,HANGOMSI,ICT,03,A33
2025/2026,S271025-021125,LTM,01,Samedi,08H-12H,4,NCMICHAEL,ENGLISH,06,A22
2025/2026,S271025-021125,LTM,01,Vendredi,13H-17H,4,FOWAFFO,GENEMATH1,05,A11
2025/2026,S271025-021125,MEB,01,Jeudi,08H-12H,4,THNGAKO,CHIMIE1,04,A22
2025/2026,S271025-021125,MEB,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A22
2025/2026,S271025-021125,MEB,01,Lundi,08H-12H,4,DETATCHUM,PHYSIQUE1,01,A12
2025/2026,S271025-021125,MEB,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,A11
2025/2026,S271025-021125,MEB,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIQUE1,03,A12
2025/2026,S271025-021125,MEB,01,Samedi,08H-12H,4,JOKAMGA,MATMATIQ1,06,A11
2025/2026,S271025-021125,MEB,01,Vendredi,08H-12H,4,DETATCHUM,PHYSIQUE1,05,A12
2025/2026,S271025-021125,MEB,01,Vendredi,13H-17H,4,THNGAKO,CHIMIE1,05,A22
2025/2026,S271025-021125,MEC,01,Jeudi,08H-12H,4,FOWAFFO,GENEMATH1,04,A11
2025/2026,S271025-021125,MEC,01,Jeudi,13H-17H,4,YVFOTSO,CHEMISTRY,04,A11
2025/2026,S271025-021125,MEC,01,Lundi,08H-12H,4,AUTCHENTE,PHYSICS1,01,A11
2025/2026,S271025-021125,MEC,01,Lundi,13H-17H,4,YVFOTSO,CHEMISTRY,01,A11
2025/2026,S271025-021125,MEC,01,Mardi,13H-17H,4,HANGOMSI,MANUTECHN,02,A32
2025/2026,S271025-021125,MEC,01,Mercredi,08H-12H,4,HANGOMSI,MANUTECHN,03,A33
2025/2026,S271025-021125,MEC,01,Mercredi,13H-17H,4,AUTCHENTE,PHYSICS1,03,A11
2025/2026,S271025-021125,MEC,01,Samedi,08H-12H,4,NCMICHAEL,ENGLISH,06,A22
2025/2026,S271025-021125,MEC,01,Vendredi,08H-12H,4,HANGOMSI,MANUTECHN,05,A33
2025/2026,S271025-021125,MEC,01,Vendredi,13H-17H,4,FOWAFFO,GENEMATH1,05,A11
2025/2026,S271025-021125,MKA,01,Jeudi,08H-12H,4,THNGAKO,CHIMIE1,04,A12
2025/2026,S271025-021125,MKA,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A12
2025/2026,S271025-021125,MKA,01,Lundi,08H-12H,4,DETATCHUM,PHYSIQUE1,01,A12
2025/2026,S271025-021125,MKA,01,Mardi,08H-12H,4,JOKAMGA,MATMATIQ1,02,A11
2025/2026,S271025-021125,MKA,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIQUE1,03,A12
2025/2026,S271025-021125,MKA,01,Samedi,08H-12H,4,JOKAMGA,MATMATIQ1,06,A11
2025/2026,S271025-021125,MKA,01,Samedi,13H-17H,4,CHGOMA,ELECTRONF1,06,A12
2025/2026,S271025-021125,MKA,01,Vendredi,08H-12H,4,DETATCHUM,PHYSIQUE1,05,A12
2025/2026,S271025-021125,MKA,01,Vendredi,13H-17H,4,THNGAKO,CHIMIE1,05,A12
2025/2026,S271025-021125,MLS,01,Jeudi,08H-12H,4,FOWAFFO,GENEMATH1,04,A11
2025/2026,S271025-021125,MLS,01,Jeudi,13H-17H,4,YVFOTSO,CHEMISTRY,04,A11
2025/2026,S271025-021125,MLS,01,Lundi,13H-17H,4,YVFOTSO,CHEMISTRY,01,A11
2025/2026,S271025-021125,MLS,01,Mardi,08H-12H,4,DASAIFA,GENBIOCHE,02,B14
2025/2026,S271025-021125,MLS,01,Mardi,13H-17H,4,CATCHUENTE,ANATAPHY1,02,A42
2025/2026,S271025-021125,MLS,01,Samedi,08H-12H,4,NCMICHAEL,ENGLISH,06,A22
2025/2026,S271025-021125,MLS,01,Vendredi,08H-12H,4,DASAIFA,GENBIOCHE,05,B14
2025/2026,S271025-021125,MLS,01,Vendredi,13H-17H,4,FOWAFFO,GENEMATH1,05,A11
2025/2026,S271025-021125,MLS,02,Jeudi,13H-17H,4,FOWAFFO,BIOSTATI1,04,A13
2025/2026,S271025-021125,MLS,02,Lundi,13H-17H,4,ZIKOM,IEC2,01,A22
2025/2026,S271025-021125,MLS,02,Mardi,13H-17H,4,ZIKOM,IEC2,02,A43
2025/2026,S271025-021125,MLS,02,Mercredi,08H-12H,4,ZIKOM,HEALTHDEV,03,A42
2025/2026,S271025-021125,MLS,02,Mercredi,13H-17H,4,RONSOM,CLINHEMA1,03,A43
2025/2026,S271025-021125,MLS,02,Samedi,08H-12H,4,CATCHUENTE,GENERPHAR,06,A33
2025/2026,S271025-021125,MLS,02,Samedi,13H-17H,4,RONSOM,CLINHEMA1,06,A43
2025/2026,S271025-021125,MLS,02,Vendredi,08H-12H,4,FOWAFFO,BIOSTATI1,05,A13
2025/2026,S271025-021125,MLS,03,Jeudi,13H-17H,4,XXMOHAMA,LABORLAW,04,A33
2025/2026,S271025-021125,MLS,03,Mardi,08H-12H,4,ZEEKINLEH,CLINPHARMA,02,A43
2025/2026,S271025-021125,MLS,03,Mercredi,08H-12H,4,ZEEKINLEH,CLINPHARMA,03,A43
2025/2026,S271025-021125,MLS,03,Vendredi,08H-12H,4,ZEEKINLEH,INFPARDES,05,A43
2025/2026,S271025-021125,NUS,02,Jeudi,08H-12H,4,ZEEKINLEH,INFPARDES,04,A43
2025/2026,S271025-021125,NUS,02,Jeudi,13H-17H,4,FOWAFFO,BIOSTATI1,04,A13
2025/2026,S271025-021125,NUS,02,Lundi,08H-12H,4,ZEEKINLEH,INFPARDES,01,A43
2025/2026,S271025-021125,NUS,02,Lundi,13H-17H,4,ZIKOM,IEC2,01,A22
2025/2026,S271025-021125,NUS,02,Mardi,13H-17H,4,ZIKOM,IEC2,02,A43
2025/2026,S271025-021125,NUS,02,Mercredi,08H-12H,4,ZIKOM,HEALTHDEV,03,A42
2025/2026,S271025-021125,NUS,02,Samedi,08H-12H,4,CATCHUENTE,GENERPHAR,06,A33
2025/2026,S271025-021125,NUS,02,Vendredi,08H-12H,4,FOWAFFO,BIOSTATI1,05,A13
2025/2026,S271025-021125,NUS,03,Jeudi,08H-12H,4,ZIKOM,THERAMONI,04,A01
2025/2026,S271025-021125,NUS,03,Jeudi,13H-17H,4,XXMOHAMA,LABORLAW,04,A33
2025/2026,S271025-021125,NUS,03,Lundi,08H-12H,4,ZIKOM,THERAMONI,01,A01
2025/2026,S271025-021125,NUS,03,Mardi,08H-12H,4,ZEEKINLEH,CLINPHARMA,02,A43
2025/2026,S271025-021125,NUS,03,Mercredi,08H-12H,4,ZEEKINLEH,CLINPHARMA,03,A43
2025/2026,S271025-021125,NUS,03,Vendredi,08H-12H,4,ZEEKINLEH,INFPARDES,05,A43
2025/2026,S271025-021125,SFM,01,Jeudi,08H-12H,4,FREDA,HISPROINF,04,A32
2025/2026,S271025-021125,SFM,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A12
2025/2026,S271025-021125,SFM,01,Lundi,08H-12H,4,ALHAPPY,PARASITOL,01,A31
2025/2026,S271025-021125,SFM,01,Lundi,13H-17H,4,THNGAKO,ANATPHYS1,01,A31
2025/2026,S271025-021125,SFM,01,Mardi,08H-12H,4,ZIKOM,SOININFIM,02,A12
2025/2026,S271025-021125,SFM,01,Mercredi,08H-12H,4,ALHAPPY,PARASITOL,03,A31
2025/2026,S271025-021125,SFM,01,Mercredi,13H-17H,4,ZIKOM,SOININFIM,03,A22
2025/2026,S271025-021125,SFM,01,Samedi,08H-12H,4,THNGAKO,ANATPHYS1,06,A31
2025/2026,S271025-021125,SFM,01,Samedi,13H-17H,4,FREDA,HISPROINF,06,A31
2025/2026,S271025-021125,SFM,01,Vendredi,08H-12H,4,THNGAKO,ANATPHYS1,05,A31
2025/2026,S271025-021125,SIN,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A12
2025/2026,S271025-021125,SIN,01,Lundi,08H-12H,4,ALHAPPY,PARASITOL,01,A31
2025/2026,S271025-021125,SIN,01,Lundi,13H-17H,4,THNGAKO,ANATPHYS1,01,A31
2025/2026,S271025-021125,SIN,01,Mardi,08H-12H,4,ZIKOM,SOININFIM,02,A12
2025/2026,S271025-021125,SIN,01,Mercredi,08H-12H,4,ALHAPPY,PARASITOL,03,A31
2025/2026,S271025-021125,SIN,01,Mercredi,13H-17H,4,ZIKOM,SOININFIM,03,A22
2025/2026,S271025-021125,SIN,01,Samedi,08H-12H,4,THNGAKO,ANATPHYS1,06,A31
2025/2026,S271025-021125,SIN,01,Vendredi,08H-12H,4,THNGAKO,ANATPHYS1,05,A31
2025/2026,S271025-021125,SIN,02,Jeudi,08H-12H,4,AUKUINZE,PHARMAGEN,04,A33
2025/2026,S271025-021125,SIN,02,Jeudi,13H-17H,4,CHBRUKO,TECINFCOM,04,A23
2025/2026,S271025-021125,SIN,02,Lundi,08H-12H,4,DAYONZO,BIOPHYSIQ,01,A22
2025/2026,S271025-021125,SIN,02,Lundi,13H-17H,4,CHGOMA,BIOSTATIC,01,A21
2025/2026,S271025-021125,SIN,02,Mardi,08H-12H,4,FREDA,SOINGENIC,02,A22
2025/2026,S271025-021125,SIN,02,Mardi,13H-17H,4,ROMBAKMENE,SOINSANNE,02,A22
2025/2026,S271025-021125,SIN,02,Mercredi,08H-12H,4,FREDA,SOINSOBST,03,A22
2025/2026,S271025-021125,SIN,02,Samedi,08H-12H,4,FREDA,SOINSOBST,06,A12
2025/2026,S271025-021125,SIN,02,Samedi,13H-17H,4,AUKUINZE,PHARMAGEN,06,A33
2025/2026,S271025-021125,SIN,02,Vendredi,08H-12H,4,CHGOMA,BIOSTATIC,05,A22
2025/2026,S271025-021125,SIN,02,Vendredi,13H-17H,4,CHMBA,ALLAITMAT,05,A31
2025/2026,S271025-021125,SIN,03,Jeudi,08H-12H,4,ROMBAKMENE,SURTHERAP,04,A31
2025/2026,S271025-021125,SIN,03,Jeudi,13H-17H,4,AUKUINZE,GERIARTRI,04,A31
2025/2026,S271025-021125,SIN,03,Lundi,08H-12H,4,THNGAKO,REANIMATI,01,A32
2025/2026,S271025-021125,SIN,03,Lundi,13H-17H,4,HUDJOMO,ECONOSANT,01,A32
2025/2026,S271025-021125,SIN,03,Mardi,08H-12H,4,ROMBAKMENE,SURTHERAP,02,A23
2025/2026,S271025-021125,SIN,03,Mercredi,08H-12H,4,THNGAKO,REANIMATI,03,A32
2025/2026,S271025-021125,SIN,03,Mercredi,13H-17H,4,CHBRUKO,TECINFCOM3,03,A31
2025/2026,S271025-021125,SIN,03,Samedi,08H-12H,4,AUKUINZE,GERIARTRI,06,A32
2025/2026,S271025-021125,SIN,03,Vendredi,08H-12H,4,ROMBAKMENE,SURTHERAP,05,A23
2025/2026,S271025-021125,SIN,03,Vendredi,13H-17H,4,HUDJOMO,ECONOSANT,05,A32
2025/2026,S271025-021125,TLB,01,Jeudi,13H-17H,4,NCMICHAEL,ANGLAIS,04,A22
2025/2026,S271025-021125,TLB,01,Lundi,08H-12H,4,ALHAPPY,PARASITOL,01,A31
2025/2026,S271025-021125,TLB,01,Lundi,13H-17H,4,THNGAKO,ANATPHYS1,01,A31
2025/2026,S271025-021125,TLB,01,Mardi,08H-12H,4,ZIKOM,SOINMEDEC,02,A32
2025/2026,S271025-021125,TLB,01,Mercredi,08H-12H,4,ALHAPPY,PARASITOL,03,A31
2025/2026,S271025-021125,TLB,01,Mercredi,13H-17H,4,ZIKOM,SOINMEDEC,03,A32
2025/2026,S271025-021125,TLB,01,Samedi,08H-12H,4,THNGAKO,ANATPHYS1,06,A31
2025/2026,S271025-021125,TLB,01,Vendredi,08H-12H,4,THNGAKO,ANATPHYS1,05,A31
2025/2026,S271025-021125,TLB,03,Jeudi,13H-17H,4,CHMBA,BACTERCL3,04,A32
2025/2026,S271025-021125,TLB,03,Lundi,13H-17H,4,HUDJOMO,ECONOSANT,01,A32
2025/2026,S271025-021125,TLB,03,Mardi,13H-17H,4,ALHAPPY,HEMATCLI2,02,A31
2025/2026,S271025-021125,TLB,03,Mercredi,13H-17H,4,ALHAPPY,VIROLOGIE,03,A41
2025/2026,S271025-021125,TLB,03,Samedi,13H-17H,4,ALHAPPY,VIROLOGIE,06,A41
2025/2026,S271025-021125,TLB,03,Vendredi,08H-12H,4,CHMBA,BACTERCL3,05,A32
2025/2026,S271025-021125,TLB,03,Vendredi,13H-17H,4,HUDJOMO,ECONOSANT,05,A32
2024/2025,S280425-040525,BST,01,Vendredi,08H-12H,4,DENDIFON,TOPOGPHY1,05,ETA401
2024/2025,S280425-040525,BST,01,Vendredi,13H-17H,4,DENDIFON,RESMATERI,05,ETA401
2024/2025,S280425-040525,BTSET,01,Mercredi,08H-12H,4,ROMASSOG,ELECTRONF2,03,ETA203
2024/2025,S280425-040525,BTSET,01,Mercredi,13H-17H,4,ROMASSOG,ELECTRONF2,03,ETA203
2024/2025,S280425-040525,CFP,01,Vendredi,08H-12H,4,THNGAKO,SANTENVIR,05,ETA204
2024/2025,S280425-040525,CFP,01,Vendredi,13H-17H,4,THNGAKO,SANTENVIR,05,ETA204
2024/2025,S280425-040525,FCL,01,Mercredi,08H-12H,4,MADJONGOU,SCHELCFRO,03,ETA301
2024/2025,S280425-040525,FCL,01,Mercredi,13H-17H,4,MADJONGOU,SCHELCFRO,03,ETA301
2024/2025,S280425-040525,FCL,01,Samedi,08H-12H,4,CATAMNE,CLIMAVENT,06,RDC03
2024/2025,S280425-040525,FCL,01,Samedi,13H-17H,4,CATAMNE,CLIMAVENT,06,RDC03
2024/2025,S280425-040525,FCL,01,Vendredi,08H-12H,4,CATAMNE,CLIMAVENT,05,RDC03
2024/2025,S280425-040525,FCL,01,Vendredi,13H-17H,4,CATAMNE,CLIMAVENT,05,RDC03
2024/2025,S280425-040525,HNDET,01,Samedi,08H-12H,4,BIWALVEDE,SIGNAPROC,06,ETA302
2024/2025,S280425-040525,HNDET,01,Samedi,13H-17H,4,BIWALVEDE,MEASUTECH,06,ETA101
2024/2025,S280425-040525,MKA,02,Samedi,08H-12H,4,DJAMINOU,TECMICPRO,06,ETA102
2024/2025,S280425-040525,MKA,02,Samedi,13H-17H,4,DJAMINOU,TECMICPRO,06,ETA102
2024/2025,S280425-040525,MKA,02,Vendredi,08H-12H,4,ACLADJOU,INTRODSAV,05,ETA203
2024/2025,S280425-040525,MKA,02,Vendredi,13H-17H,4,ACLADJOU,INTRODSAV,05,ETA203
2024/2025,S280425-040525,MLS,01,Mercredi,08H-12H,4,RONSOM,ORGANCHEM,03,ETA402
2024/2025,S280425-040525,MLS,01,Mercredi,13H-17H,4,RONSOM,ORGANCHEM,03,ETA402
2024/2025,S280425-040525,SIN,01,Vendredi,08H-12H,4,THNGAKO,SANTENVIR,05,ETA204
2024/2025,S280425-040525,SIN,01,Vendredi,13H-17H,4,THNGAKO,SANTENVIR,05,ETA204
2024/2025,S280425-040525,SIN,02,Mercredi,08H-12H,4,ALHAPPY,TECHLABOR,03,ETA102
2024/2025,S280425-040525,SIN,02,Mercredi,13H-17H,4,ALHAPPY,TECHLABOR,03,ETA102
2024/2025,S280425-040525,SIN,03,Vendredi,08H-12H,4,JOTINTCHOU,MISSIPRO1,05,ETA402
2024/2025,S280425-040525,SIN,03,Vendredi,13H-17H,4,JOTINTCHOU,MISSIPRO1,05,ETA402
2024/2025,S281024-031124,BAT,01,Jeudi,08H-12H,4,DETATCHUM,DESSINTE1,04,RDC01
2024/2025,S281024-031124,BAT,01,Jeudi,13H-17H,4,DETATCHUM,DESSINTE1,04,RDC01
2024/2025,S281024-031124,BAT,01,Lundi,08H-12H,4,DETATCHUM,DESSINTE1,01,RDC01
2024/2025,S281024-031124,BAT,01,Lundi,13H-17H,4,DETATCHUM,PHYSIQUES,01,ETA203
2024/2025,S281024-031124,BAT,01,Mardi,08H-12H,4,HSBIBOUM,INFORGEN1,02,ETA101
2024/2025,S281024-031124,BAT,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA403
2024/2025,S281024-031124,BAT,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIGENE,03,ETA201
2024/2025,S281024-031124,BAT,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA101
2024/2025,S281024-031124,BAT,01,Samedi,08H-12H,4,KUFOTSO,ORGCHANTI,06,ETA401
2024/2025,S281024-031124,BAT,01,Vendredi,08H-12H,4,STKAMSU,COMPTAGE1,05,ETA302
2024/2025,S281024-031124,BAT,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE1,04,ETA302
2024/2025,S281024-031124,BAT,02,Jeudi,13H-17H,4,CHBRUKO,REDRAPSTA,04,ETA101
2024/2025,S281024-031124,BAT,02,Lundi,08H-12H,4,GANOUGUE,DESASSOR2,01,ETA403
2024/2025,S281024-031124,BAT,02,Lundi,13H-17H,4,GANOUGUE,DESASSOR2,01,ETA302
2024/2025,S281024-031124,BAT,02,Mardi,08H-12H,4,HUDJOMO,ECOORGENT,02,ETA201
2024/2025,S281024-031124,BAT,02,Mardi,13H-17H,4,KUFOTSO,RESISMAT3,02,RDC04
2024/2025,S281024-031124,BAT,02,Mercredi,08H-12H,4,KUFOTSO,EQUIBATIM,03,ETA203
2024/2025,S281024-031124,BAT,02,Mercredi,13H-17H,4,KUFOTSO,EQUIBATIM,03,ETA203
2024/2025,S281024-031124,BAT,02,Vendredi,08H-12H,4,GANOUGUE,PROTECREA,05,ETA101
2024/2025,S281024-031124,BAT,02,Vendredi,13H-17H,4,GANOUGUE,PROTECREA,05,ETA101
2024/2025,S281024-031124,BOW,02,Jeudi,08H-12H,4,YVFOTSO,QHSE,04,ETA303
2024/2025,S281024-031124,BOW,02,Jeudi,13H-17H,4,FOWAFFO,MATMATICS,04,ETA301
2024/2025,S281024-031124,BOW,02,Lundi,08H-12H,4,STKAMSU,INTERSHIP,01,RDC02
2024/2025,S281024-031124,BOW,02,Lundi,13H-17H,4,DENIMENI,INTERSHIP,01,ETA301
2024/2025,S281024-031124,BOW,02,Mardi,08H-12H,4,HEMEVOGBI,STRENMAT2,02,ETA303
2024/2025,S281024-031124,BOW,02,Mardi,13H-17H,4,HEMEVOGBI,STRENMAT2,02,ETA303
2024/2025,S281024-031124,BOW,02,Mercredi,08H-12H,4,AGNERRIS,ECONOMICS,03,RDC02
2024/2025,S281024-031124,BOW,02,Mercredi,13H-17H,4,YVFOTSO,QHSE,03,ETA303
2024/2025,S281024-031124,BOW,02,Samedi,08H-12H,4,HEMEVOGBI,APPMECHA2,06,ETA202
2024/2025,S281024-031124,BOW,02,Samedi,13H-17H,4,HEMEVOGBI,APPMECHA2,06,ETA202
2024/2025,S281024-031124,BOW,02,Vendredi,08H-12H,4,HEMEVOGBI,APPMECHA2,05,ETA202
2024/2025,S281024-031124,BOW,02,Vendredi,13H-17H,4,HEMEVOGBI,APPMECHA2,05,ETA202
2024/2025,S281024-031124,BST,01,Jeudi,08H-12H,4,FOWAFFO,MATMATICS,04,ETA101
2024/2025,S281024-031124,BST,01,Jeudi,13H-17H,4,YVFOTSO,CHEMISTRY,04,RDC05
2024/2025,S281024-031124,BST,01,Lundi,08H-12H,4,YVFOTSO,PHYSICS1,01,ETA204
2024/2025,S281024-031124,BST,01,Lundi,13H-17H,4,YVFOTSO,PHYSICS1,01,ETA204
2024/2025,S281024-031124,BST,01,Mardi,08H-12H,4,NJSONNE,COMPUTER,02,ETA103
2024/2025,S281024-031124,BST,01,Mardi,13H-17H,4,LEATANGANA,FRENCH,02,ETA301
2024/2025,S281024-031124,BST,01,Mercredi,08H-12H,4,YVFOTSO,CHEMISTRY,03,RDC05
2024/2025,S281024-031124,BST,01,Mercredi,13H-17H,4,AGNERRIS,LABORLAW,03,ETA402
2024/2025,S281024-031124,BST,01,Vendredi,08H-12H,4,FOWAFFO,MATMATICS,05,ETA102
2024/2025,S281024-031124,BST,01,Vendredi,13H-17H,4,NJSONNE,COMPUTER,05,ETA102
2024/2025,S281024-031124,BST,02,Jeudi,08H-12H,4,YVFOTSO,QHSE,04,ETA303
2024/2025,S281024-031124,BST,02,Jeudi,13H-17H,4,FOWAFFO,MATMATICS,04,ETA301
2024/2025,S281024-031124,BST,02,Lundi,08H-12H,4,BIWALVEDE,ANADIGDAT,01,ETA202
2024/2025,S281024-031124,BST,02,Lundi,13H-17H,4,BIWALVEDE,ELESCHCOM,01,ETA403
2024/2025,S281024-031124,BST,02,Mardi,08H-12H,4,BIWALVEDE,ELESCHCOM,02,ETA403
2024/2025,S281024-031124,BST,02,Mardi,13H-17H,4,BIWALVEDE,ANADIGDAT,02,ETA202
2024/2025,S281024-031124,BST,02,Mercredi,08H-12H,4,AGNERRIS,ECONOMICS,03,RDC02
2024/2025,S281024-031124,BST,02,Mercredi,13H-17H,4,YVFOTSO,QHSE,03,ETA303
2024/2025,S281024-031124,BST,02,Samedi,08H-12H,4,BIWALVEDE,ELESCHCOM,06,ETA403
2024/2025,S281024-031124,BST,02,Vendredi,08H-12H,4,BIWALVEDE,ELESCHCOM,05,ETA403
2024/2025,S281024-031124,BTSET,01,Jeudi,08H-12H,4,CHGOMA,ELECTECHN,04,ETA201
2024/2025,S281024-031124,BTSET,01,Jeudi,13H-17H,4,CHGOMA,ELECTROB1,04,ETA102
2024/2025,S281024-031124,BTSET,01,Lundi,08H-12H,4,CHGOMA,ELECTECHN,01,ETA201
2024/2025,S281024-031124,BTSET,01,Lundi,13H-17H,4,CHGOMA,ELECTROB1,01,ETA102
2024/2025,S281024-031124,BTSET,01,Mardi,08H-12H,4,HSBIBOUM,INFORGEN1,02,ETA101
2024/2025,S281024-031124,BTSET,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA403
2024/2025,S281024-031124,BTSET,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIGENE,03,ETA201
2024/2025,S281024-031124,BTSET,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA101
2024/2025,S281024-031124,BTSET,01,Vendredi,08H-12H,4,STKAMSU,COMPTAGE1,05,ETA302
2024/2025,S281024-031124,CFP,01,Jeudi,08H-12H,4,HSBIBOUM,INFORGEN1,04,ETA204
2024/2025,S281024-031124,CFP,01,Jeudi,13H-17H,4,HSBIBOUM,INFORMATP,04,ETA201
2024/2025,S281024-031124,CFP,01,Lundi,08H-12H,4,METSASSE,SOINMEDEC,01,ETA301
2024/2025,S281024-031124,CFP,01,Lundi,13H-17H,4,HSBIBOUM,INFORMATP,01,ETA201
2024/2025,S281024-031124,CFP,01,Mardi,08H-12H,4,HSBIBOUM,INFORGEN1,02,ETA101
2024/2025,S281024-031124,CFP,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA403
2024/2025,S281024-031124,CFP,01,Mercredi,08H-12H,4,HSBIBOUM,INFORGEN1,03,ETA101
2024/2025,S281024-031124,CFP,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA101
2024/2025,S281024-031124,CFP,01,Vendredi,08H-12H,4,HSBIBOUM,INFORGEN1,05,ETA201
2024/2025,S281024-031124,CFP,01,Vendredi,13H-17H,4,HSBIBOUM,INFORMATP,05,ETA402
2024/2025,S281024-031124,FCL,01,Jeudi,08H-12H,4,CHGOMA,ELECTECHN,04,ETA201
2024/2025,S281024-031124,FCL,01,Jeudi,13H-17H,4,CHGOMA,ELECTROB1,04,ETA102
2024/2025,S281024-031124,FCL,01,Lundi,08H-12H,4,CHGOMA,ELECTECHN,01,ETA201
2024/2025,S281024-031124,FCL,01,Lundi,13H-17H,4,CHGOMA,ELECTROB1,01,ETA102
2024/2025,S281024-031124,FCL,01,Mardi,08H-12H,4,HSBIBOUM,INFORMAT1,02,ETA101
2024/2025,S281024-031124,FCL,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA403
2024/2025,S281024-031124,FCL,01,Mercredi,08H-12H,4,DETATCHUM,PHYSIGENE,03,ETA201
2024/2025,S281024-031124,FCL,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA101
2024/2025,S281024-031124,FCL,01,Vendredi,08H-12H,4,STKAMSU,COMPTAGE1,05,ETA302
2024/2025,S281024-031124,FCL,01,Vendredi,13H-17H,4,HSBIBOUM,INFORMATP,05,ETA402
2024/2025,S281024-031124,GTO,02,Jeudi,08H-12H,4,MOYEMELE,MATMATIQ3,04,ETA302
